"submission_id","itemname","felicity_rating","sentence","mirativity","valence","noteworthiness","felicity_mean","felicity_sd"
2266,"Item4",7,"Jack cooks a meal.<br>He tastes the meal.<br>To his surprise, the meal is more flavorful than most similar meals, and he finds it very pleasant.<br>He says, <q>What a dish!</q>","+","+","+",8.15625,1.51711724558193
2266,"Item8",4,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Unsurprisingly for him, the wine is more exquisite than most similar wines, and he feels very positive about it.<br>He says, <q>What a flavor!</q>","-","+","+",7.53125,2.03109058078866
2266,"Item13",5,"Alice buys a facial cream.<br>She applies the cream.<br>Other than she had anticipated, the cream is average compared to similar creams, but she still feels very positive about it.<br>She says, <q>What a cream!</q>","+","+","-",5.70833333333333,2.0921742237338
2266,"Item11",4,"Luisa goes to the market.<br>She explores the market.<br>Just as she had expected, the market is typical compared to similar markets, and she feels indifferent about it.<br>She says, <q>What a market!</q>","-","-","-",3.19791666666667,1.87290818987993
2266,"Item7",3,"James brews a tea.<br>He sips the tea.<br>Contrary to his expectations, the tea is ordinary compared to similar teas, and he feels indifferent about it.<br>He says, <q>What an infusion!</q>","+","-","-",3.36458333333333,1.80128487280121
2266,"Item2",3,"Tom knits a pair of socks.<br>He touches the socks.<br>In line with his expectations, the socks are warmer than most similar socks, but he still feels neutral about them.<br>He says, <q>What a fabric!</q>","-","-","+",4.29166666666667,1.9189726783753
2266,"Item14",7,"Nadia bakes cookies.<br>She tastes the cookies.<br>Other than she had anticipated, the cookies are more delicious than most similar cookies, but she has no strong feelings about them.<br>She says, <q>What a cookie!</q>","+","-","+",4.59375,2.05492028274117
2266,"Item9",6,"Lara watches a film.<br>She thinks about the film.<br>Unsurprisingly for her, the film is typical compared to similar films, but she still feels very positive about it.<br>She says, <q>What a movie!</q>","-","+","-",5.73958333333333,2.08374557324907
2266,"Item3",5,"Sam photographs a scene.<br>He examines the photograph.<br>In line with his expectations, the photograph is average compared to similar photographs, and he feels indifferent about it.<br>He says, <q>What a shot!</q>","-","-","-",3.19791666666667,1.87290818987993
2266,"Item6",6,"Dean reads a book.<br>He thinks about the story.<br>Different from what he had exptected, the story is more captivating than most similar stories, but he has no strong feelings about it.<br>He says, <q>What a tale!</q>","+","-","+",4.59375,2.05492028274117
2266,"Item15",5,"Mailey plays a board game.<br>She makes a move.<br>To her surprise, the game is normal compared to similar games, and she is neutral about it.<br>She says, <q>What a game!</q>","+","-","-",3.36458333333333,1.80128487280121
2266,"Item16",8,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>As she had anticipated, the dress is more elegant than most similar dresses, and she feels very positive about it.<br>She says, <q>What a dress!</q>","-","+","+",7.53125,2.03109058078866
2266,"Item5",8,"Wesley grows a flower.<br>He smells the flower.<br>To his surprise, the flower is typical compared to similar flowers, but he is still very happy about it.<br>He says, <q>What a bloom!</q>","+","+","-",5.70833333333333,2.0921742237338
2266,"Item1",7,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>In line with his expectations, the view is average compared to similar views, but he still finds it very pleasant.<br>He says, <q>What a view!</q>","-","+","-",5.73958333333333,2.08374557324907
2266,"Item10",6,"Jennifer prepares a soup.<br>She tastes the soup.<br>Unsurprisingly for her, the soup is more hearty than most similar soups, but she feels indifferent about it.<br>She says, <q>What a broth!</q>","-","-","+",4.29166666666667,1.9189726783753
2266,"Item12",7,"Claire listens to a song.<br>She thinks about the song.<br>Contrary to her expectations, the song is more beautiful than most similar songs, and she finds it very pleasant.<br>She says, <q>What a song!</q>","+","+","+",8.15625,1.51711724558193
2267,"Item1",10,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>In line with his expectations, the view is nicer than most similar views, and he finds it very pleasant.<br>He says, <q>What a view!</q>","-","+","+",7.53125,2.03109058078866
2267,"Item15",1,"Mailey plays a board game.<br>She makes a move.<br>To her surprise, the game is more entertaining than most similar games, but she is neutral about it.<br>She says, <q>What a game!</q>","+","-","+",4.59375,2.05492028274117
2267,"Item3",1,"Sam photographs a scene.<br>He examines the photograph.<br>In line with his expectations, the photograph is more striking than most similar photographs, but he still feels indifferent about it.<br>He says, <q>What a shot!</q>","-","-","+",4.29166666666667,1.9189726783753
2267,"Item14",8,"Nadia bakes cookies.<br>She tastes the cookies.<br>Other than she had anticipated, the cookies are normal compared to similar cookies, but she is still very happy about them.<br>She says, <q>What a cookie!</q>","+","+","-",5.70833333333333,2.0921742237338
2267,"Item7",1,"James brews a tea.<br>He sips the tea.<br>Contrary to his expectations, the tea is tastier than most similar teas, but he feels indifferent about it.<br>He says, <q>What an infusion!</q>","+","-","+",4.59375,2.05492028274117
2267,"Item16",1,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>To her surprise, the dress is normal compared to similar dresses, and she is neutral about it.<br>She says, <q>What a dress!</q>","+","-","-",3.36458333333333,1.80128487280121
2267,"Item10",1,"Jennifer prepares a soup.<br>She tastes the soup.<br>Unsurprisingly for her, the soup is typical compared to similar soups, but she is still very happy about it.<br>She says, <q>What a broth!</q>","-","+","-",5.73958333333333,2.08374557324907
2267,"Item2",1,"Tom knits a pair of socks.<br>He touches the socks.<br>In line with his expectations, the socks are average compared to similar socks, but he still finds them very pleasant.<br>He says, <q>What a fabric!</q>","-","+","-",5.73958333333333,2.08374557324907
2267,"Item9",9,"Lara watches a film.<br>She thinks about the film.<br>Unsurprisingly for her, the film is more interesting than most similar films, and she feels very positive about it.<br>She says, <q>What a movie!</q>","-","+","+",7.53125,2.03109058078866
2267,"Item4",1,"Jack cooks a meal.<br>He tastes the meal.<br>Just as he had expected, the meal is average compared to similar meals, and he feels indifferent about it.<br>He says, <q>What a dish!</q>","-","-","-",3.19791666666667,1.87290818987993
2267,"Item12",1,"Claire listens to a song.<br>She thinks about the song.<br>Just as she had expected, the song is typical compared to similar songs, and she feels indifferent about it.<br>She says, <q>What a song!</q>","-","-","-",3.19791666666667,1.87290818987993
2267,"Item6",7,"Dean reads a book.<br>He thinks about the story.<br>Different from what he had exptected, the story is typical compared to similar stories, but he still feels very positive about it.<br>He says, <q>What a tale!</q>","+","+","-",5.70833333333333,2.0921742237338
2267,"Item5",9,"Wesley grows a flower.<br>He smells the flower.<br>To his surprise, the flower is more beautiful than most similar flowers, and he is very happy about it.<br>He says, <q>What a bloom!</q>","+","+","+",8.15625,1.51711724558193
2267,"Item13",9,"Alice buys a facial cream.<br>She applies the cream.<br>Other than she had anticipated, the cream is more soothing than most similar creams, and she feels very positive about it.<br>She says, <q>What a cream!</q>","+","+","+",8.15625,1.51711724558193
2267,"Item11",1,"Luisa goes to the market.<br>She explores the market.<br>Just as she had expected, the market is more lively than most similar markets, but she feels indifferent about it.<br>She says, <q>What a market!</q>","-","-","+",4.29166666666667,1.9189726783753
2267,"Item8",1,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Contrary to his expectations, the wine is ordinary compared to similar wines, and he feels indifferent about it.<br>He says, <q>What a flavor!</q>","+","-","-",3.36458333333333,1.80128487280121
2268,"Item7",4,"James brews a tea.<br>He sips the tea.<br>Unsurprisingly for him, the tea is ordinary compared to similar teas, and he feels indifferent about it.<br>He says, <q>What an infusion!</q>","-","-","-",3.19791666666667,1.87290818987993
2268,"Item13",7,"Alice buys a facial cream.<br>She applies the cream.<br>Just as she had expected, the cream is average compared to similar creams, but she still feels very positive about it.<br>She says, <q>What a cream!</q>","-","+","-",5.73958333333333,2.08374557324907
2268,"Item12",9,"Claire listens to a song.<br>She thinks about the song.<br>Just as she had expected, the song is more beautiful than most similar songs, and she finds it very pleasant.<br>She says, <q>What a song!</q>","-","+","+",7.53125,2.03109058078866
2268,"Item11",6,"Luisa goes to the market.<br>She explores the market.<br>Contrary to her expectations, the market is typical compared to similar markets, and she feels indifferent about it.<br>She says, <q>What a market!</q>","+","-","-",3.36458333333333,1.80128487280121
2268,"Item6",4,"Dean reads a book.<br>He thinks about the story.<br>Just as he had expected, the story is more captivating than most similar stories, but he has no strong feelings about it.<br>He says, <q>What a tale!</q>","-","-","+",4.29166666666667,1.9189726783753
2268,"Item1",5,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>Contrary to his expectations, the view is average compared to similar views, but he still finds it very pleasant.<br>He says, <q>What a view!</q>","+","+","-",5.70833333333333,2.0921742237338
2268,"Item5",4,"Wesley grows a flower.<br>He smells the flower.<br>Just as he had expected, the flower is typical compared to similar flowers, but he is still very happy about it.<br>He says, <q>What a bloom!</q>","-","+","-",5.73958333333333,2.08374557324907
2268,"Item15",4,"Mailey plays a board game.<br>She makes a move.<br>As she had anticipated, the game is normal compared to similar games, and she is neutral about it.<br>She says, <q>What a game!</q>","-","-","-",3.19791666666667,1.87290818987993
2268,"Item9",7,"Lara watches a film.<br>She thinks about the film.<br>Contrary to her expectations, the film is typical compared to similar films, but she still feels very positive about it.<br>She says, <q>What a movie!</q>","+","+","-",5.70833333333333,2.0921742237338
2268,"Item2",3,"Tom knits a pair of socks.<br>He touches the socks.<br>Contrary to his expectations, the socks are warmer than most similar socks, but he still feels neutral about them.<br>He says, <q>What a fabric!</q>","+","-","+",4.59375,2.05492028274117
2268,"Item4",4,"Jack cooks a meal.<br>He tastes the meal.<br>Just as he had expected, the meal is more flavorful than most similar meals, and he finds it very pleasant.<br>He says, <q>What a dish!</q>","-","+","+",7.53125,2.03109058078866
